t_s,H_m,P_bar
3.9627510639853707,65.0,6.3765
3.9629298481524806,65.0,6.3765
3.96310863231959,65.0,6.3765
3.9632874164867,65.0,6.3765
3.9634662006538095,65.0,6.3765
3.963644984820919,65.0,6.3765
3.963823768988029,65.0,6.3765
3.9640025531551384,65.0,6.3765
3.964181337322248,65.0,6.3765
3.964360121489358,65.0,6.3765
3.9645389056564673,65.0,6.3765
3.964717689823577,65.0,6.3765
3.9648964739906867,65.0,6.3765
3.965075258157796,65.0,6.3765
3.965254042324906,65.0,6.3765
3.9654328264920156,65.0,6.3765
3.9656116106591255,65.0,6.3765
3.965790394826235,65.0,6.3765
3.9659691789933444,65.0,6.3765
3.9661479631604544,65.0,6.3765
3.966326747327564,65.0,6.3765
3.9665055314946733,65.0,6.3765
3.9666843156617833,65.0,6.3765
3.9668630998288927,65.0,6.3765
3.9670418839960027,65.0,6.3765
3.967220668163112,65.0,6.3765
3.9673994523302216,65.0,6.3765
3.9675782364973315,65.0,6.3765
3.967757020664441,65.0,6.3765
3.9679358048315505,65.0,6.3765
3.9681145889986604,65.0,6.3765
3.96829337316577,65.0,6.3765
3.96847215733288,65.0,6.3765
3.9686509414999893,65.0,6.3765
3.968829725667099,65.0,6.3765
3.9690085098342087,65.0,6.3765
3.969187294001318,65.0,6.3765
3.969366078168428,65.0,6.3765
3.9695448623355376,65.0,6.3765
3.969723646502647,65.0,6.3765
3.969902430669757,65.0,6.3765
3.9700812148368665,65.0,6.3765
3.970259999003976,65.0,6.3765
3.970438783171086,65.0,6.3765
3.9706175673381954,65.0,6.3765
3.9707963515053053,65.0,6.3765
3.970975135672415,65.0,6.3765
3.9711539198395243,65.0,6.3765
3.971332704006634,65.0,6.3765
3.9715114881737437,65.0,6.3765
3.971690272340853,65.0,6.3765
